,score,names_wga,dates_wga,names_artuk,dates_artuk,is_same,artist_id_wiki+googleart+wga+meisterwerke+moma,artist_id_artuk,Unnamed: 9,Unnamed: 10,Unnamed: 11
24,97.0,"[carlevaris, luca]","[1663, 1730]","[carlevarijs, luca]","[1663, 1730]",1,"carlevaris, luca, (1663-1730)","carlevarijs, luca, (1663-1730)",,,
23,97.0,"[camprobín, pedro de]","[1605, 1674]","[de camprobin, pedro]","[1606, 1674]",1,"camprobín, pedro de, (1605-1674)","de camprobin, pedro, (1606-1674)",,,
17,97.0,"[bouchardon, edme]","[1698, 1762]","[bouchardon, edmé]","[1698, 1762]",1,"bouchardon, edme, (1698-1762)","bouchardon, edmé, (1698-1762)",,,
13,97.0,"[blondeel, lanceloot]","[1498, 1561]","[blondeel, lancelot]","[1496, 1581]",1,"blondeel, lanceloot, (1498-1561)","blondeel, lancelot, (1496-1581)",,,
98,97.0,"[lairesse, gérard de]","[1641, 1711]","[de lairesse, gerard]","[1640, 1711]",1,"lairesse, gérard de, (1641-1711)","de lairesse, gerard, (1640-1711)",,,
102,97.0,"[loon, theodoor, van]","[1581, 1667]","[van loon, theodor]","[1581, 1667]",1,"loon, theodoor, van, (1581-1667)","van loon, theodor, (1581-1667)",,,
59,97.0,"[gheyn, jacob de ii]","[1565, 1629]","[de gheyn iii, jacob]","[1596, 1641]",0,"gheyn, jacob de ii, (1565-1629)","de gheyn iii, jacob, (1596-1641)",,,
107,97.0,"[luttichuijs, isaac]","[1616, 1673]","[luttichuijs, isaack]","[1616, 1673]",1,"luttichuijs, isaac, (1616-1673)","luttichuijs, isaack, (1616-1673)",,,
109,97.0,"[mactaggart, william]","[1835, 1910]","[mctaggart, william]","[1835, 1910]",1,"mactaggart, william, (1835-1910)","mctaggart, william, (1835-1910)",,,
28,97.0,"[claeuw, jacques de]","[1623, 1694]","[de clauw, jacques]","[1623, 1666]",1,"claeuw, jacques de, (1623-1694)","de clauw, jacques, (1623-1666)",,,
9,97.0,"[bartolomeo, fra]","[1472, 1517]",[fra bartolommeo],"[1472, 1517]",1,"bartolomeo, fra, (1472-1517)","fra bartolommeo, (1472-1517)",,,
6,97.0,"[baldovinetti, alessio]","[1425, 1499]","[baldovinetti, alesso]","[1426, 1499]",1,"baldovinetti, alessio, (1425-1499)","baldovinetti, alesso, (1426-1499)",,,
120,97.0,"[mercier, philipe]","[1689, 1760]","[mercier, philippe]","[1689, 1760]",1,"mercier, philipe, (1689-1760)","mercier, philippe, (1689-1760)",,,
121,97.0,"[michau, théobald]","[1676, 1765]","[michau, theobald]","[1676, 1765]",1,"michau, théobald, (1676-1765)","michau, theobald, (1676-1765)",,,
125,97.0,"[netscher, constantijn]","[1668, 1723]","[netscher, constantin]","[1668, 1723]",1,"netscher, constantijn, (1668-1723)","netscher, constantin, (1668-1723)",,,
126,97.0,"[nickelen, isaak van]","[1632, 1703]","[van nickele, isaak]","[1660, 1703]",1,"nickelen, isaak van, (1632-1703)","van nickele, isaak, (1660-1703)",,,
130,97.0,"[noordt, jan van]","[1623, 1676]","[van noordt, joan]","[1624, 1676]",1,"noordt, jan van, (1623-1676)","van noordt, joan, (1624-1676)",,,
131,97.0,"[nuyen, wijnandus johannes josephus]","[1813, 1839]","[nuyen, wijnand johannes josephus]","[1813, 1839]",1,"nuyen, wijnandus johannes josephus, (1813-1839)","nuyen, wijnand johannes josephus, (1813-1839)",,,
132,97.0,"[oosten, izaac van]","[1613, 1661]","[van oosten, izaack]","[1613, 1661]",1,"oosten, izaac van, (1613-1661)","van oosten, izaack, (1613-1661)",,,
5,97.0,"[assereto, gioachino]","[1600, 1649]","[assereto, gioacchino]","[1600, 1649]",1,"assereto, gioachino, (1600-1649)","assereto, gioacchino, (1600-1649)",,,
134,97.0,"[ostade, isaack van]","[1621, 1649]","[van ostade, isack]","[1621, 1649]",1,"ostade, isaack van, (1621-1649)","van ostade, isack, (1621-1649)",,,
1,97.0,"[allegrain, etienne]","[1644, 1736]","[allegrain, étienne]","[1644, 1736]",1,"allegrain, etienne, (1644-1736)","allegrain, étienne, (1644-1736)",,,
115,97.0,"[marées, george de]","[1697, 1776]","[de marées, georges]","[1697, 1776]",1,"marées, george de, (1697-1776)","de marées, georges, (1697-1776)",,,
30,97.0,"[collier, edwart]","[1640, 1710]","[collier, edwaert]","[1640, 1707]",1,"collier, edwart, (1640-1710)","collier, edwaert, (1640-1707)",,,
38,98.0,"[dillens, hendrick joseph]","[1812, 1872]","[dillens, hendrik joseph]","[1812, 1872]",1,"dillens, hendrick joseph, (1812-1872)","dillens, hendrik joseph, (1812-1872)",,,
187,98.0,"[veerendael, nicolaes van]","[1640, 1691]","[van verendael, nicolaes]","[1640, 1691]",1,"veerendael, nicolaes van, (1640-1691)","van verendael, nicolaes, (1640-1691)",,,
42,98.0,"[engebrechtsz., cornelis]","[1462, 1527]","[engebrechtsz., cornelius]","[1465, 1527]",1,"engebrechtsz., cornelis, (1462-1527)","engebrechtsz., cornelius, (1465-1527)",,,
143,98.0,"[pot, hendrick gerritsz]","[1580, 1657]","[pot, hendrik gerritsz.]","[1585, 1657]",1,"pot, hendrick gerritsz, (1580-1657)","pot, hendrik gerritsz., (1585-1657)",,,
26,98.0,"[cavaletto, giovanni battista]","[1486, 1523]","[cavalletto, giovanni battista]","[1486, 1523]",1,"cavaletto, giovanni battista, (1486-1523)","cavalletto, giovanni battista, (1486-1523)",,,
44,98.0,"[everdingen, allaert van]","[1621, 1675]","[van everdingen, allart]","[1621, 1675]",1,"everdingen, allaert van, (1621-1675)","van everdingen, allart, (1621-1675)",,,
199,98.0,"[vinne, vincent i laurensz. van der]","[1628, 1702]","[van der vinne i, vincent laurentsz.]","[1628, 1702]",1,"vinne, vincent i laurensz. van der, (1628-1702)","van der vinne i, vincent laurentsz., (1628-1702)",,,
204,98.0,"[waldmüller, fedinand georg]","[1793, 1865]","[waldmüller, ferdinand georg]","[1793, 1865]",1,"waldmüller, fedinand georg, (1793-1865)","waldmüller, ferdinand georg, (1793-1865)",,,
205,98.0,"[whistler, james abbot mcneill]","[1834, 1903]","[whistler, james abbott mcneill]","[1834, 1903]",1,"whistler, james abbot mcneill, (1834-1903)","whistler, james abbott mcneill, (1834-1903)",,,
29,98.0,"[cochin, charles-nicolas i]","[1688, 1754]","[cochin ii, charles-nicolas]","[1715, 1790]",0,"cochin, charles-nicolas i, (1688-1754)","cochin ii, charles-nicolas, (1715-1790)",,,
10,98.0,"[bayeu y subias, francisco]","[1734, 1795]","[bayeu y subías, francisco]","[1734, 1795]",1,"bayeu y subias, francisco, (1734-1795)","bayeu y subías, francisco, (1734-1795)",,,
80,98.0,"[hondecoeter, gillis claesz. d']","[1575, 1638]","[de hondecoeter, gillis claesz.]","[1575, 1638]",1,"hondecoeter, gillis claesz. d', (1575-1638)","de hondecoeter, gillis claesz., (1575-1638)",,,
53,98.0,"[francken, hieronymus, i]","[1540, 1610]","[francken ii, hieronymus]","[1578, 1623]",0,"francken, hieronymus, i, (1540-1610)","francken ii, hieronymus, (1578-1623)",,,
147,98.0,"[ravesteyn, jan antonisz. van]","[1572, 1657]","[van ravesteyn, jan anthonisz.]","[1570, 1657]",1,"ravesteyn, jan antonisz. van, (1572-1657)","van ravesteyn, jan anthonisz., (1570-1657)",,,
141,98.0,"[picot, françois-edouard]","[1786, 1868]","[picot, françois eduard]","[1786, 1868]",1,"picot, françois-edouard, (1786-1868)","picot, françois eduard, (1786-1868)",,,
135,98.0,"[pannini, giovanni paolo]","[1691, 1765]","[panini, giovanni paolo]","[1691, 1765]",1,"pannini, giovanni paolo, (1691-1765)","panini, giovanni paolo, (1691-1765)",,,
151,98.0,"[roestraeten, pieter gerritsz. van]","[1630, 1700]","[van roestraten, pieter gerritsz.]","[1629, 1700]",1,"roestraeten, pieter gerritsz. van, (1630-1700)","van roestraten, pieter gerritsz., (1629-1700)",,,
117,98.0,"[mazo, juan bautista martinez del]","[1610, 1667]","[del mazo, juan bautista martínez]","[1612, 1667]",1,"mazo, juan bautista martinez del, (1610-1667)","del mazo, juan bautista martínez, (1612-1667)",,,
161,98.0,"[sanchez coello, alonso]","[1531, 1588]","[sánchez coello, alonso]","[1531, 1588]",1,"sanchez coello, alonso, (1531-1588)","sánchez coello, alonso, (1531-1588)",,,
108,98.0,"[lépicié, nicolas-bernard]","[1735, 1784]","[lépicié, nicholas-bernard]","[1735, 1784]",1,"lépicié, nicolas-bernard, (1735-1784)","lépicié, nicholas-bernard, (1735-1784)",,,
206,98.0,"[zelotti, givanni battista]","[1526, 1578]","[zelotti, giovanni battista]","[1526, 1578]",1,"zelotti, givanni battista, (1526-1578)","zelotti, giovanni battista, (1526-1578)",,,
49,98.0,"[franceschini, baldassarre]","[1611, 1690]","[franceschini, baldassare]","[1611, 1690]",1,"franceschini, baldassarre, (1611-1690)","franceschini, baldassare, (1611-1690)",,,
96,98.0,"[labille-guiard, adélaide]","[1749, 1803]","[labille-guiard, adélaïde]","[1749, 1803]",1,"labille-guiard, adélaide, (1749-1803)","labille-guiard, adélaïde, (1749-1803)",,,
88,98.0,"[kerckhoven, jacob van de]","[1636, 1712]","[van der kerckhoven, jacob]","[1637, 1712]",1,"kerckhoven, jacob van de, (1636-1712)","van der kerckhoven, jacob, (1637-1712)",,,
172,98.0,"[spranger, bartholomaeus]","[1546, 1611]","[spranger, bartholomeus]","[1546, 1611]",1,"spranger, bartholomaeus, (1546-1611)","spranger, bartholomeus, (1546-1611)",,,
81,98.0,"[hondecoeter, melchior d']","[1636, 1695]","[de hondecoeter, melchior]","[1636, 1695]",1,"hondecoeter, melchior d', (1636-1695)","de hondecoeter, melchior, (1636-1695)",,,
145,98.0,"[raffaëlli, jean-françois]","[1850, 1924]","[raffaelli, jean-françois]","[1850, 1924]",1,"raffaëlli, jean-françois, (1850-1924)","raffaelli, jean-françois, (1850-1924)",,,
66,98.0,"[gramatica, antiveduto]","[1571, 1626]","[grammatica, antiveduto]","[1571, 1626]",1,"gramatica, antiveduto, (1571-1626)","grammatica, antiveduto, (1571-1626)",,,
61,98.0,"[gijsbrechts, cornelis norbertus]","[1630, 1675]","[gijsbrechts, cornelius norbertus]","[1659, 1683]",1,"gijsbrechts, cornelis norbertus, (1630-1675)","gijsbrechts, cornelius norbertus, (1659-1683)",,,
55,98.0,"[fromantiou, hendrick de]","[1633, 1693]","[de fromantiou, hendrik]","[1633, 1700]",1,"fromantiou, hendrick de, (1633-1693)","de fromantiou, hendrik, (1633-1700)",,,
54,98.0,"[francken, hieronymus, iii]","[1611, 1661]","[francken ii, hieronymus]","[1578, 1623]",0,"francken, hieronymus, iii, (1611-1661)","francken ii, hieronymus, (1578-1623)",,,
91,98.0,"[korovin, konstantin alekseyevich]","[1861, 1939]","[korovin, konstantin alekseevich]","[1861, 1939]",1,"korovin, konstantin alekseyevich, (1861-1939)","korovin, konstantin alekseevich, (1861-1939)",,,
97,99.0,"[laemen, christoffel jacobsz van der]","[1606, 1651]","[van der lamen, christoffel jacobsz.]","[1606, 1651]",1,"laemen, christoffel jacobsz van der, (1606-1651)","van der lamen, christoffel jacobsz., (1606-1651)",,,
103,99.0,[lorenzo di alessandro da sanseverino],"[1468, 1503]",[lorenzo d'alessandro da sanseverino],"[1440, 1503]",1,"lorenzo di alessandro da sanseverino, (1468-1503)","lorenzo d'alessandro da sanseverino, (1440-1503)",,,
209,,"[u'gillemans, jan pauwel the younger']",,"[u'gillemans ii, jan pauwel']",,1,"gillemans, jan pauwel the younger, (1651-1704)","gillemans ii, jan pauwel, (1651-1704)",,,
210,91.0,"[heemskerck, egbert van, the younger]","[1676, 1744]","[van heemskerck iii, egbert]","[1725.0, 1750.0]",0,"heemskerck, egbert van, the younger, (1676-1744)","van heemskerck iii, egbert, (1744-1744)",,,
211,91.0,"[herring, benjamin jr.]","[1830, 1871]","[herring ii, benjamin]","[1830, 1871]",1,"herring, benjamin jr., (1830-1871)","herring ii, benjamin, (1830-1871)",,,
212,92.0,"[vermeer van haarlem, jan the elder]","[1628, 1691]","[vermeer van haarlem iii, jan]","[1656, 1705]",0,"vermeer van haarlem, jan the elder, (1628-1691)","vermeer van haarlem iii, jan, (1656-1705)",,,
213,92.0,"[vermeer van haarlem, jan the younger]","[1656, 1705]","[vermeer van haarlem iii, jan]","[1656, 1705]",1,"vermeer van haarlem, jan the younger, (1656-1705)","vermeer van haarlem iii, jan, (1656-1705)",,,
214,93.0,"[herrera, francisco de, the elder]","[1590, 1656]","[de herrera ii, francisco]","[1622, 1685]",0,"herrera, francisco de, the elder, (1590-1656)","de herrera ii, francisco, (1622-1685)",,,
215,93.0,"[herrera, francisco de, the younger]","[1622, 1685]","[de herrera ii, francisco]","[1622, 1685]",1,"herrera, francisco de, the younger, (1622-1685)","de herrera ii, francisco, (1622-1685)",,,
216,93.0,"[velde, willem van de, the younger]","[1633, 1707]","[van de velde ii, willem]","[1633, 1707]",1,"velde, willem van de, the younger, (1633-1707)","van de velde ii, willem, (1633-1707)",,,
217,94.0,"[herring, john frederick the younger]","[1820, 1907]","[herring ii, john frederick]","[1815, 1907]",1,"herring, john frederick the younger, (1820-1907)","herring ii, john frederick, (1815-1907)",,,
218,95.0,"[velde, jan van de, i]","[1569, 1623]","[van de velde iii, jan]","[1620, 1662]",0,"velde, jan van de, i, (1569-1623)","van de velde iii, jan, (1620-1662)",,,
219,94.0,"[velde, jan van de, i]","[1569, 1623]","[van der heyden, jan,]","[1636, 1672]",0,"velde, jan van de, i, (1569-1623)","van der heyden, jan,  & van de velde, adriaen, (1636-1672)",,,
220,86.0,"[ashton, julian rossi]","[1851, 1942]","[ashton, j.]","[1952.0, 1952.0]",0,"ashton, julian rossi, (1851-1942)","ashton, j.",,,
221,89.0,"[baltens, peeter]","[1527, 1584]","[balten, pieter]","[1525, 1598]",1,"baltens, peeter, (1527-1584)","balten, pieter, (1525-1598)",,,
222,86.0,"[benson, frank weston]","[1862, 1951]","[weston, a.]","[1961.0, 1961.0]",0,"benson, frank weston, (1862-1951)","weston, a.",,,
223,86.0,"[bergen, dirk van]","[1645, 1690]","[van den bergen, dirck]","[1645, 1690]",1,"bergen, dirk van, (1645-1690)","van den bergen, dirck, (1645-1690)",,,
224,88.0,"[bogaert, hendrick]","[1626, 1674]","[bloemaert, hendrick]","[1601, 1672]",0,"bogaert, hendrick, (1626-1674)","bloemaert, hendrick, (1601-1672)",,,
225,88.0,"[bogdány, jakab]","[1660, 1724]","[bogdany, jakob]","[1660, 1724]",1,"bogdány, jakab, (1660-1724)","bogdany, jakob, (1660-1724)",,,
226,88.0,"[bogdány, jakab]","[1660, 1724]","[bogdany, jakob,]","[1647, 1727]",1,"bogdány, jakab, (1660-1724)","bogdany, jakob,  & van der vaart, jan, (1647-1727)",,,
227,88.0,"[brueghel, pieter iii]","[1589, 1608]","[brueghel the younger, pieter]","[1564, 1638]",0,"brueghel, pieter iii, (1589-1608)","brueghel the younger, pieter, (1564-1638)",,,
228,85.0,"[bruyn, barthel the elder]","[1493, 1555]","[bruyn the elder, bartholomaeus]","[1493, 1555]",1,"bruyn, barthel the elder, (1493-1555)","bruyn the elder, bartholomaeus, (1493-1555)",,,
229,86.0,"[bunker, dennis miller]","[1861, 1890]","[miller, a.]","[1880, 1900]",0,"bunker, dennis miller, (1861-1890)","miller, a., (1880-1900)",,,
230,86.0,"[bunker, dennis miller]","[1861, 1890]","[miller, h.]","[1929.0, 1929.0]",0,"bunker, dennis miller, (1861-1890)","miller, h.",,,
231,88.0,"[calcar, jan steven van]","[1499, 1546]","[van calcar, jan stephan]","[1499, 1546]",1,"calcar, jan steven van, (1499-1546)","van calcar, jan stephan, (1499-1546)",,,
232,85.0,"[castello, giovanni battista]","[1547, 1637]","[paggi, giovanni battista]","[1554, 1627]",0,"castello, giovanni battista, (1547-1637)","paggi, giovanni battista, (1554-1627)",,,
233,85.0,"[castello, giovanni battista]","[1547, 1637]","[viola, giovanni battista]","[1576, 1622]",0,"castello, giovanni battista, (1547-1637)","viola, giovanni battista, (1576-1622)",,,
234,86.0,"[coesermans, johannes]","[1660, 1660]","[leemans, johannes]","[1633, 1688]",0,"coesermans, johannes, (1660-1660)","leemans, johannes, (1633-1688)",,,
235,88.0,"[cormon, fernand]","[1845, 1924]","[fernand, s.]","[1930.0, 1930.0]",0,"cormon, fernand, (1845-1924)","fernand, s.",,,
236,86.0,"[cosma, giovanni di]","[1290, 1290]",[giovanni di nicola],"[1326, 1360]",0,"cosma, giovanni di, (1290-1290)","giovanni di nicola, (1326-1360)",,,
237,85.0,"[coxcie, michiel van]","[1499, 1592]","[coxie, michiel i]","[1499, 1592]",1,"coxcie, michiel van, (1499-1592)","coxie, michiel i, (1499-1592)",,,
238,85.0,"[crescenzi, giovanni battista]","[1577, 1635]","[recco, giovanni battista]","[1615, 1660]",0,"crescenzi, giovanni battista, (1577-1635)","recco, giovanni battista, (1615-1660)",,,
239,85.0,"[crescenzi, giovanni battista]","[1577, 1635]","[viola, giovanni battista]","[1576, 1622]",0,"crescenzi, giovanni battista, (1577-1635)","viola, giovanni battista, (1576-1622)",,,
240,85.0,"[crescenzi, giovanni battista]","[1577, 1635]","[paggi, giovanni battista]","[1554, 1627]",0,"crescenzi, giovanni battista, (1577-1635)","paggi, giovanni battista, (1554-1627)",,,
241,86.0,"[douven, jan frans]","[1656, 1727]","[douven, frans bartholomeus]","[1688, 1726]",0,"douven, jan frans, (1656-1727)","douven, frans bartholomeus, (1688-1726)",,,
242,86.0,"[dubos, marie-jeanne renard]","[1701, 1701]","[doré, marie-jeanne]","[1736, 1736]",0,"dubos, marie-jeanne renard, (1701-1701)","doré, marie-jeanne, (1736-1736)",,,
243,85.0,"[ducq, joseph-françois]","[1762, 1829]","[watteau, françois louis joseph]","[1758, 1823]",0,"ducq, joseph-françois, (1762-1829)","watteau, françois louis joseph, (1758-1823)",,,
244,85.0,"[ducq, joseph-françois]","[1762, 1829]","[swebach, jacques françois joseph]","[1769, 1823]",0,"ducq, joseph-françois, (1762-1829)","swebach, jacques françois joseph, (1769-1823)",,,
245,85.0,"[ducq, joseph-françois]","[1762, 1829]","[kinsoen, françois joseph]","[1771, 1839]",0,"ducq, joseph-françois, (1762-1829)","kinsoen, françois joseph, (1771-1839)",,,
246,85.0,"[ducq, joseph-françois]","[1762, 1829]","[pfeiffer ii, françois joseph]","[1778, 1835]",0,"ducq, joseph-françois, (1762-1829)","pfeiffer ii, françois joseph, (1778-1835)",,,
247,88.0,"[earlom, richard]","[1743, 1822]","[richard, c.]","[1798.0, 1798.0]",0,"earlom, richard, (1743-1822)","richard, c.",,,
248,86.0,"[ekels, jan ii]","[1759, 1793]","[ekels the younger, jan]","[1759, 1793]",1,"ekels, jan ii, (1759-1793)","ekels the younger, jan, (1759-1793)",,,
249,86.0,"[everdingen, caesar van]","[1617, 1678]","[van everdingen, allart]","[1621, 1675]",0,"everdingen, caesar van, (1617-1678)","van everdingen, allart, (1621-1675)",,,
250,89.0,"[falda, giovanni battista]","[1643, 1678]","[albani, giovanni battista]","[1616, 1661]",0,"falda, giovanni battista, (1643-1678)","albani, giovanni battista, (1616-1661)",,,
251,87.0,"[grassi, józef]","[1757, 1838]","[grassi, josef]","[1758, 1838]",1,"grassi, józef, (1757-1838)","grassi, josef, (1758-1838)",,,
252,88.0,"[guardi, gianantonio]","[1699, 1760]","[guardi, antonio]","[1699, 1760]",1,"guardi, gianantonio, (1699-1760)","guardi, antonio, (1699-1760)",,,
253,88.0,"[guardi, gianantonio]","[1699, 1760]","[guardi, antonio,]","[1697, 1768]",1,"guardi, gianantonio, (1699-1760)","guardi, antonio,  & canaletto, (1697-1768)",,,
254,88.0,"[hansch, anton]","[1813, 1876]","[hähnisch, anton]","[1817, 1897]",0,"hansch, anton, (1813-1876)","hähnisch, anton, (1817-1897)",,,
255,86.0,"[hassam, childe]","[1859, 1935]","[childe, h. h.]","[1924, 1933]",1,"hassam, childe, (1859-1935)","childe, h. h., (1924-1933)",,,
256,85.0,"[hasselt, jacob gerritsz. van]","[1598, 1674]","[cuyp, jacob gerritsz.]","[1594, 1651]",0,"hasselt, jacob gerritsz. van, (1598-1674)","cuyp, jacob gerritsz., (1594-1651)",,,
257,85.0,"[heim, françois-joseph]","[1787, 1865]","[dupressoir, françois-joseph]","[1800, 1859]",0,"heim, françois-joseph, (1787-1865)","dupressoir, françois-joseph, (1800-1859)",,,
258,85.0,"[heim, françois-joseph]","[1787, 1865]","[navez, françois joseph]","[1787, 1869]",0,"heim, françois-joseph, (1787-1865)","navez, françois joseph, (1787-1869)",,,
259,89.0,"[horemans, jan jozef ii]","[1714, 1790]","[horemans, g.]","[1775.0, 1775.0]",0,"horemans, jan jozef ii, (1714-1790)","horemans, g.",,,
260,88.0,"[houckgeest, gerard]","[1600, 1661]","[houckgeest, gerrit]","[1600, 1661]",1,"houckgeest, gerard, (1600-1661)","houckgeest, gerrit, (1600-1661)",,,
261,88.0,"[jacquand, claudius]","[1803, 1878]","[jacquand, claude]","[1804, 1878]",1,"jacquand, claudius, (1803-1878)","jacquand, claude, (1804-1878)",,,
